fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binary,quality_label
7.20,0.61,0.08,4.00,0.0820,26.00,108.00,0.9964,3.25,0.51,9.40,5,0,0
8.60,0.55,0.09,3.30,0.0680,8.00,17.00,0.9974,3.23,0.44,10.00,5,0,0
5.10,0.59,0.00,1.70,0.0440,14.00,86.00,0.9926,3.56,0.94,12.90,7,1,1
7.70,0.56,0.08,2.50,0.1140,14.00,46.00,0.9971,3.24,0.66,9.60,6,1,1
8.40,0.52,0.22,2.70,0.0840,4.00,18.00,0.9968,3.26,0.57,9.90,6,1,1
8.20,0.28,0.40,2.40,0.0520,4.00,10.00,0.9936,3.33,0.70,12.80,7,1,1
8.40,0.25,0.39,2.00,0.0410,4.00,10.00,0.9939,3.27,0.71,12.50,7,1,1
8.20,0.28,0.40,2.40,0.0520,4.00,10.00,0.9936,3.33,0.70,12.80,7,1,1
7.40,0.53,0.12,1.90,0.1650,4.00,12.00,0.9970,3.26,0.86,9.20,5,0,0
7.60,0.48,0.31,2.80,0.0700,4.00,15.00,0.9969,3.22,0.55,10.30,6,1,1
7.30,0.49,0.10,2.60,0.0680,4.00,14.00,0.9956,3.30,0.47,10.50,5,0,0
12.90,0.50,0.55,2.80,0.0720,7.00,24.00,1.0001,3.09,0.68,10.90,6,1,1
10.80,0.45,0.33,2.50,0.0990,20.00,38.00,0.9982,3.24,0.71,10.80,5,0,0
6.90,0.39,0.24,2.10,0.1020,4.00,7.00,0.9946,3.44,0.58,11.40,4,0,0
12.60,0.41,0.54,2.80,0.1030,19.00,41.00,0.9994,3.21,0.76,11.30,6,1,1
10.80,0.45,0.33,2.50,0.0990,20.00,38.00,0.9982,3.24,0.71,10.80,5,0,0
9.80,0.51,0.19,3.20,0.0810,8.00,30.00,0.9984,3.23,0.58,10.50,6,1,1
10.80,0.29,0.42,1.60,0.0840,19.00,27.00,0.9954,3.28,0.73,11.90,6,1,1
7.10,0.72,0.00,2.35,0.0710,21.00,47.00,0.9963,3.29,0.45,9.40,5,0,0
9.10,0.66,0.15,3.20,0.0970,9.00,59.00,0.9998,3.28,0.54,9.60,5,0,0
7.00,0.69,0.00,1.90,0.0990,9.00,22.00,0.9961,3.34,0.60,9.70,5,0,0
4.90,0.42,0.00,2.10,0.0480,16.00,42.00,0.9915,3.71,0.74,14.00,7,1,1
6.70,0.54,0.13,2.00,0.0760,15.00,36.00,0.9973,3.61,0.64,9.80,5,0,0
6.70,0.54,0.13,2.00,0.0760,15.00,36.00,0.9973,3.61,0.64,9.80,5,0,0
7.10,0.48,0.28,2.80,0.0680,6.00,16.00,0.9968,3.24,0.53,10.30,5,0,0
7.10,0.46,0.14,2.80,0.0760,15.00,37.00,0.9962,3.36,0.49,10.70,5,0,0
7.50,0.27,0.34,2.30,0.0500,4.00,8.00,0.9951,3.40,0.64,11.00,7,1,1
7.10,0.46,0.14,2.80,0.0760,15.00,37.00,0.9962,3.36,0.49,10.70,5,0,0
7.80,0.57,0.09,2.30,0.0650,34.00,45.00,0.9942,3.46,0.74,12.70,8,1,1
5.90,0.61,0.08,2.10,0.0710,16.00,24.00,0.9938,3.56,0.77,11.10,6,1,1
7.50,0.69,0.07,2.50,0.0580,5.00,9.00,0.9963,3.38,0.55,10.90,4,0,0
5.90,0.61,0.08,2.10,0.0710,16.00,24.00,0.9938,3.56,0.77,11.10,6,1,1
10.40,0.44,0.42,1.50,0.1450,34.00,48.00,0.9983,3.38,0.86,9.90,3,0,0
11.60,0.47,0.44,1.60,0.1470,36.00,51.00,0.9984,3.38,0.86,9.90,4,0,0
8.80,0.69,0.26,1.60,0.0880,16.00,23.00,0.9969,3.32,0.47,9.40,5,0,0
7.60,0.67,0.10,1.50,0.0660,27.00,55.00,0.9966,3.39,0.51,9.30,5,0,0
6.70,0.28,0.28,2.40,0.0120,36.00,100.00,0.9906,3.26,0.39,11.70,7,1,1
6.70,0.28,0.28,2.40,0.0120,36.00,100.00,0.9906,3.26,0.39,11.70,7,1,1
10.10,0.31,0.35,1.60,0.0750,9.00,28.00,0.9967,3.24,0.83,11.20,7,1,1
6.00,0.50,0.04,2.20,0.0920,13.00,26.00,0.9965,3.46,0.47,10.00,5,0,0
11.10,0.42,0.47,2.65,0.0850,9.00,34.00,0.9974,3.24,0.77,12.10,7,1,1
6.60,0.66,0.00,3.00,0.1150,21.00,31.00,0.9963,3.45,0.63,10.30,5,0,0
10.60,0.50,0.45,2.60,0.1190,34.00,68.00,0.9971,3.23,0.72,10.90,6,1,1
7.10,0.69,0.35,2.00,0.0880,9.00,92.00,0.9963,3.28,0.62,9.40,5,0,0
9.90,0.25,0.46,1.70,0.0620,26.00,42.00,0.9959,3.18,0.83,10.60,6,1,1
6.40,0.64,0.21,1.80,0.0810,14.00,31.00,0.9969,3.59,0.66,9.80,5,0,0
6.40,0.64,0.21,1.80,0.0810,14.00,31.00,0.9969,3.59,0.66,9.80,5,0,0
7.40,0.68,0.16,1.80,0.0780,12.00,39.00,0.9977,3.50,0.70,9.90,6,1,1
6.40,0.64,0.21,1.80,0.0810,14.00,31.00,0.9969,3.59,0.66,9.80,5,0,0
6.40,0.63,0.21,1.60,0.0800,12.00,32.00,0.9969,3.58,0.66,9.80,5,0,0
9.30,0.43,0.44,1.90,0.0850,9.00,22.00,0.9971,3.28,0.55,9.50,5,0,0
9.30,0.43,0.44,1.90,0.0850,9.00,22.00,0.9971,3.28,0.55,9.50,5,0,0
8.00,0.42,0.32,2.50,0.0800,26.00,122.00,0.9980,3.22,1.07,9.70,5,0,0
9.30,0.36,0.39,1.50,0.0800,41.00,55.00,0.9965,3.47,0.73,10.90,6,1,1
9.30,0.36,0.39,1.50,0.0800,41.00,55.00,0.9965,3.47,0.73,10.90,6,1,1
7.60,0.74,0.02,2.50,0.0710,10.00,14.00,0.9954,3.51,0.71,11.70,7,1,1
9.30,0.36,0.39,1.50,0.0800,41.00,55.00,0.9965,3.47,0.73,10.90,6,1,1
8.20,0.26,0.34,2.50,0.0730,16.00,47.00,0.9959,3.40,0.78,11.30,7,1,1
11.70,0.28,0.47,1.70,0.0540,17.00,32.00,0.9969,3.15,0.67,10.60,7,1,1
6.80,0.56,0.22,1.80,0.0740,15.00,24.00,0.9944,3.40,0.82,11.20,6,1,1
7.20,0.62,0.06,2.70,0.0770,15.00,85.00,0.9975,3.51,0.54,9.50,5,0,0
5.80,1.01,0.66,2.00,0.0390,15.00,88.00,0.9936,3.66,0.60,11.50,6,1,1
7.50,0.42,0.32,2.70,0.0670,7.00,25.00,0.9963,3.24,0.44,10.40,5,0,0
7.20,0.62,0.06,2.50,0.0780,17.00,84.00,0.9975,3.51,0.53,9.70,5,0,0
7.20,0.62,0.06,2.70,0.0770,15.00,85.00,0.9975,3.51,0.54,9.50,5,0,0
7.20,0.64,0.07,2.60,0.0770,16.00,86.00,0.9975,3.51,0.54,9.70,5,0,0
6.80,0.49,0.22,2.30,0.0710,13.00,24.00,0.9944,3.41,0.83,11.30,6,1,1
6.90,0.51,0.23,2.00,0.0720,13.00,22.00,0.9944,3.40,0.84,11.20,6,1,1
6.80,0.56,0.22,1.80,0.0740,15.00,24.00,0.9944,3.40,0.82,11.20,6,1,1
7.60,0.63,0.03,2.00,0.0800,27.00,43.00,0.9958,3.44,0.64,10.90,6,1,1
7.70,0.72,0.01,2.10,0.0640,31.00,43.00,0.9937,3.41,0.57,11.80,6,1,1
6.90,0.56,0.03,1.50,0.0860,36.00,46.00,0.9952,3.53,0.57,10.60,5,0,0
7.30,0.35,0.24,2.00,0.0670,28.00,48.00,0.9958,3.43,0.54,10.00,4,0,0
9.10,0.21,0.37,1.60,0.0670,6.00,10.00,0.9955,3.23,0.58,11.10,7,1,1
10.40,0.38,0.46,2.10,0.1040,6.00,10.00,0.9966,3.12,0.65,11.80,7,1,1
8.80,0.31,0.40,2.80,0.1090,7.00,16.00,0.9961,3.31,0.79,11.80,7,1,1
7.10,0.47,0.00,2.20,0.0670,7.00,14.00,0.9952,3.40,0.58,10.90,4,0,0
7.70,0.72,0.01,2.10,0.0640,31.00,43.00,0.9937,3.41,0.57,11.80,6,1,1
8.80,0.61,0.19,4.00,0.0940,30.00,69.00,0.9979,3.22,0.50,10.00,6,1,1
7.20,0.60,0.04,2.50,0.0760,18.00,88.00,0.9974,3.53,0.55,9.50,5,0,0
9.20,0.56,0.18,1.60,0.0780,10.00,21.00,0.9958,3.15,0.49,9.90,5,0,0
7.60,0.72,0.00,2.10,0.0680,30.00,35.00,0.9953,3.48,0.65,11.40,6,1,1
8.40,0.31,0.29,3.10,0.1940,14.00,26.00,0.9954,3.22,0.78,12.00,6,1,1
7.20,0.60,0.04,2.50,0.0760,18.00,88.00,0.9974,3.53,0.55,9.50,5,0,0
8.80,0.61,0.19,4.00,0.0940,30.00,69.00,0.9979,3.22,0.50,10.00,6,1,1
8.90,0.75,0.14,2.50,0.0860,9.00,30.00,0.9982,3.34,0.64,10.50,5,0,0
9.00,0.80,0.12,2.40,0.0830,8.00,28.00,0.9984,3.33,0.65,10.40,6,1,1
10.70,0.52,0.38,2.60,0.0660,29.00,56.00,0.9958,3.15,0.79,12.10,7,1,1
6.80,0.57,0.00,2.50,0.0720,32.00,64.00,0.9949,3.43,0.56,11.20,6,1,1
10.70,0.90,0.34,6.60,0.1120,23.00,99.00,1.0029,3.22,0.68,9.30,5,0,0
7.20,0.34,0.24,2.00,0.0710,30.00,52.00,0.9958,3.44,0.58,10.10,5,0,0
7.20,0.66,0.03,2.30,0.0780,16.00,86.00,0.9974,3.53,0.57,9.70,5,0,0
10.10,0.45,0.23,1.90,0.0820,10.00,18.00,0.9977,3.22,0.65,9.30,6,1,1
7.20,0.66,0.03,2.30,0.0780,16.00,86.00,0.9974,3.53,0.57,9.70,5,0,0
7.20,0.63,0.03,2.20,0.0800,17.00,88.00,0.9974,3.53,0.58,9.80,6,1,1
7.10,0.59,0.01,2.30,0.0800,27.00,43.00,0.9955,3.42,0.58,10.70,6,1,1
8.30,0.31,0.39,2.40,0.0780,17.00,43.00,0.9944,3.31,0.77,12.50,7,1,1
7.10,0.59,0.01,2.30,0.0800,27.00,43.00,0.9955,3.42,0.58,10.70,6,1,1
8.30,0.31,0.39,2.40,0.0780,17.00,43.00,0.9944,3.31,0.77,12.50,7,1,1
8.30,1.02,0.02,3.40,0.0840,6.00,11.00,0.9989,3.48,0.49,11.00,3,0,0
8.90,0.31,0.36,2.60,0.0560,10.00,39.00,0.9956,3.40,0.69,11.80,5,0,0
7.40,0.64,0.10,2.40,0.0800,16.00,33.00,0.9974,3.58,0.69,10.80,7,1,1
7.40,0.64,0.10,2.40,0.0800,16.00,33.00,0.9974,3.58,0.69,10.80,7,1,1
6.80,0.59,0.06,6.00,0.0600,11.00,18.00,0.9962,3.41,0.59,10.80,7,1,1
6.80,0.59,0.06,6.00,0.0600,11.00,18.00,0.9962,3.41,0.59,10.80,7,1,1
9.20,0.58,0.20,3.00,0.0810,15.00,115.00,0.9980,3.23,0.59,9.50,5,0,0
7.20,0.54,0.27,2.60,0.0840,12.00,78.00,0.9964,3.39,0.71,11.00,5,0,0
6.10,0.56,0.00,2.20,0.0790,6.00,9.00,0.9948,3.59,0.54,11.50,6,1,1
7.40,0.52,0.13,2.40,0.0780,34.00,61.00,0.9953,3.43,0.59,10.80,6,1,1
7.30,0.31,0.39,1.20,0.0590,7.00,11.00,0.9933,3.29,0.52,11.50,6,1,1
9.30,0.38,0.48,3.80,0.1320,3.00,11.00,0.9958,3.23,0.57,13.20,6,1,1
9.10,0.28,0.46,9.00,0.1140,3.00,9.00,0.9990,3.18,0.60,10.90,6,1,1
10.00,0.46,0.44,2.90,0.0650,4.00,8.00,0.9967,3.33,0.62,12.20,6,1,1
9.40,0.40,0.46,4.60,0.0940,3.00,10.00,0.9964,3.27,0.64,12.20,7,1,1
7.30,0.31,0.39,1.20,0.0590,7.00,11.00,0.9933,3.29,0.52,11.50,6,1,1
8.60,0.32,0.40,2.20,0.0790,3.00,6.00,0.9951,3.27,0.67,11.90,6,1,1
5.30,0.72,0.19,1.50,0.1610,7.00,62.00,0.9940,3.62,0.61,11.00,5,0,0
6.80,0.41,0.31,8.80,0.0840,26.00,45.00,0.9982,3.38,0.64,10.10,6,1,1
8.40,0.36,0.32,2.20,0.0810,32.00,79.00,0.9964,3.30,0.72,11.00,6,1,1
8.40,0.62,0.12,1.80,0.0720,38.00,46.00,0.9950,3.38,0.89,11.80,6,1,1
9.60,0.41,0.37,2.30,0.0910,10.00,23.00,0.9979,3.24,0.56,10.50,5,0,0
8.40,0.36,0.32,2.20,0.0810,32.00,79.00,0.9964,3.30,0.72,11.00,6,1,1
8.40,0.62,0.12,1.80,0.0720,38.00,46.00,0.9950,3.38,0.89,11.80,6,1,1
6.80,0.41,0.31,8.80,0.0840,26.00,45.00,0.9982,3.38,0.64,10.10,6,1,1
8.60,0.47,0.27,2.30,0.0550,14.00,28.00,0.9952,3.18,0.80,11.20,5,0,0
8.60,0.22,0.36,1.90,0.0640,53.00,77.00,0.9960,3.47,0.87,11.00,7,1,1
9.40,0.24,0.33,2.30,0.0610,52.00,73.00,0.9979,3.47,0.90,10.20,6,1,1
8.40,0.67,0.19,2.20,0.0930,11.00,75.00,0.9974,3.20,0.59,9.20,4,0,0
8.60,0.47,0.27,2.30,0.0550,14.00,28.00,0.9952,3.18,0.80,11.20,5,0,0
8.70,0.33,0.38,3.30,0.0630,10.00,19.00,0.9947,3.30,0.73,12.00,7,1,1
6.60,0.61,0.01,1.90,0.0800,8.00,25.00,0.9975,3.69,0.73,10.50,5,0,0
7.40,0.61,0.01,2.00,0.0740,13.00,38.00,0.9975,3.48,0.65,9.80,5,0,0
7.60,0.40,0.29,1.90,0.0780,29.00,66.00,0.9971,3.45,0.59,9.50,6,1,1
7.40,0.61,0.01,2.00,0.0740,13.00,38.00,0.9975,3.48,0.65,9.80,5,0,0
6.60,0.61,0.01,1.90,0.0800,8.00,25.00,0.9975,3.69,0.73,10.50,5,0,0
8.80,0.30,0.38,2.30,0.0600,19.00,72.00,0.9954,3.39,0.72,11.80,6,1,1
8.80,0.30,0.38,2.30,0.0600,19.00,72.00,0.9954,3.39,0.72,11.80,6,1,1
12.00,0.63,0.50,1.40,0.0710,6.00,26.00,0.9979,3.07,0.60,10.40,4,0,0
7.20,0.38,0.38,2.80,0.0680,23.00,42.00,0.9936,3.34,0.72,12.90,7,1,1
6.20,0.46,0.17,1.60,0.0730,7.00,11.00,0.9942,3.61,0.54,11.40,5,0,0
9.60,0.33,0.52,2.20,0.0740,13.00,25.00,0.9951,3.36,0.76,12.40,7,1,1
9.90,0.27,0.49,5.00,0.0820,9.00,17.00,0.9948,3.19,0.52,12.50,7,1,1
10.10,0.43,0.40,2.60,0.0920,13.00,52.00,0.9983,3.22,0.64,10.00,7,1,1
9.80,0.50,0.34,2.30,0.0940,10.00,45.00,0.9986,3.24,0.60,9.70,7,1,1
8.30,0.30,0.49,3.80,0.0900,11.00,24.00,0.9950,3.27,0.64,12.10,7,1,1
10.20,0.44,0.42,2.00,0.0710,7.00,20.00,0.9957,3.14,0.79,11.10,7,1,1
10.20,0.44,0.58,4.10,0.0920,11.00,24.00,0.9974,3.29,0.99,12.00,7,1,1
8.30,0.28,0.48,2.10,0.0930,6.00,12.00,0.9941,3.26,0.62,12.40,7,1,1
8.90,0.12,0.45,1.80,0.0750,10.00,21.00,0.9955,3.41,0.76,11.90,7,1,1
8.90,0.12,0.45,1.80,0.0750,10.00,21.00,0.9955,3.41,0.76,11.90,7,1,1
8.90,0.12,0.45,1.80,0.0750,10.00,21.00,0.9955,3.41,0.76,11.90,7,1,1
8.30,0.28,0.48,2.10,0.0930,6.00,12.00,0.9941,3.26,0.62,12.40,7,1,1
8.20,0.31,0.40,2.20,0.0580,6.00,10.00,0.9954,3.31,0.68,11.20,7,1,1
10.20,0.34,0.48,2.10,0.0520,5.00,9.00,0.9946,3.20,0.69,12.10,7,1,1
7.60,0.43,0.40,2.70,0.0820,6.00,11.00,0.9954,3.44,0.54,12.20,6,1,1
8.50,0.21,0.52,1.90,0.0900,9.00,23.00,0.9965,3.36,0.67,10.40,5,0,0
9.00,0.36,0.52,2.10,0.1110,5.00,10.00,0.9957,3.31,0.62,11.30,6,1,1
9.50,0.37,0.52,2.00,0.0880,12.00,51.00,0.9961,3.29,0.58,11.10,6,1,1
6.40,0.57,0.12,2.30,0.1200,25.00,36.00,0.9952,3.47,0.71,11.30,7,1,1
8.00,0.59,0.05,2.00,0.0890,12.00,32.00,0.9974,3.36,0.61,10.00,5,0,0
8.50,0.47,0.27,1.90,0.0580,18.00,38.00,0.9952,3.16,0.85,11.10,6,1,1
7.10,0.56,0.14,1.60,0.0780,7.00,18.00,0.9959,3.27,0.62,9.30,5,0,0
6.60,0.57,0.02,2.10,0.1150,6.00,16.00,0.9965,3.38,0.69,9.50,5,0,0
8.80,0.27,0.39,2.00,0.1000,20.00,27.00,0.9955,3.15,0.69,11.20,6,1,1
8.50,0.47,0.27,1.90,0.0580,18.00,38.00,0.9952,3.16,0.85,11.10,6,1,1
8.30,0.34,0.40,2.40,0.0650,24.00,48.00,0.9955,3.34,0.86,11.00,6,1,1
9.00,0.38,0.41,2.40,0.1030,6.00,10.00,0.9960,3.13,0.58,11.90,7,1,1
8.50,0.66,0.20,2.10,0.0970,23.00,113.00,0.9973,3.13,0.48,9.20,5,0,0
9.00,0.40,0.43,2.40,0.0680,29.00,46.00,0.9943,3.20,0.60,12.20,6,1,1
6.70,0.56,0.09,2.90,0.0790,7.00,22.00,0.9967,3.46,0.61,10.20,5,0,0
10.40,0.26,0.48,1.90,0.0660,6.00,10.00,0.9972,3.33,0.87,10.90,6,1,1
10.40,0.26,0.48,1.90,0.0660,6.00,10.00,0.9972,3.33,0.87,10.90,6,1,1
10.10,0.38,0.50,2.40,0.1040,6.00,13.00,0.9964,3.22,0.65,11.60,7,1,1
8.50,0.34,0.44,1.70,0.0790,6.00,12.00,0.9960,3.52,0.63,10.70,5,0,0
8.80,0.33,0.41,5.90,0.0730,7.00,13.00,0.9966,3.30,0.62,12.10,7,1,1
7.20,0.41,0.30,2.10,0.0830,35.00,72.00,0.9970,3.44,0.52,9.40,5,0,0
7.20,0.41,0.30,2.10,0.0830,35.00,72.00,0.9970,3.44,0.52,9.40,5,0,0
8.40,0.59,0.29,2.60,0.1090,31.00,119.00,0.9980,3.15,0.50,9.10,5,0,0
7.00,0.40,0.32,3.60,0.0610,9.00,29.00,0.9942,3.28,0.49,11.30,7,1,1
12.20,0.45,0.49,1.40,0.0750,3.00,6.00,0.9969,3.13,0.63,10.40,5,0,0
9.10,0.50,0.30,1.90,0.0650,8.00,17.00,0.9977,3.32,0.71,10.50,6,1,1
9.50,0.86,0.26,1.90,0.0790,13.00,28.00,0.9971,3.25,0.62,10.00,5,0,0
7.30,0.52,0.32,2.10,0.0700,51.00,70.00,0.9942,3.34,0.82,12.90,6,1,1
9.10,0.50,0.30,1.90,0.0650,8.00,17.00,0.9977,3.32,0.71,10.50,6,1,1
12.20,0.45,0.49,1.40,0.0750,3.00,6.00,0.9969,3.13,0.63,10.40,5,0,0
7.40,0.58,0.00,2.00,0.0640,7.00,11.00,0.9956,3.45,0.58,11.30,6,1,1
9.80,0.34,0.39,1.40,0.0660,3.00,7.00,0.9947,3.19,0.55,11.40,7,1,1
7.10,0.36,0.30,1.60,0.0800,35.00,70.00,0.9969,3.44,0.50,9.40,5,0,0
7.70,0.39,0.12,1.70,0.0970,19.00,27.00,0.9960,3.16,0.49,9.40,5,0,0
9.70,0.30,0.40,1.50,0.0730,14.00,21.00,0.9956,3.14,0.51,10.90,6,1,1
7.70,0.39,0.12,1.70,0.0970,19.00,27.00,0.9960,3.16,0.49,9.40,5,0,0
7.10,0.34,0.28,2.00,0.0820,31.00,68.00,0.9969,3.45,0.48,9.40,5,0,0
6.50,0.40,0.10,2.00,0.0760,30.00,47.00,0.9955,3.36,0.48,9.40,6,1,1
7.10,0.34,0.28,2.00,0.0820,31.00,68.00,0.9969,3.45,0.48,9.40,5,0,0
10.00,0.35,0.45,2.50,0.0920,20.00,88.00,0.9992,3.15,0.43,9.40,5,0,0
7.70,0.60,0.06,2.00,0.0790,19.00,41.00,0.9970,3.39,0.62,10.10,6,1,1
5.60,0.66,0.00,2.20,0.0870,3.00,11.00,0.9938,3.71,0.63,12.80,7,1,1
5.60,0.66,0.00,2.20,0.0870,3.00,11.00,0.9938,3.71,0.63,12.80,7,1,1
8.90,0.84,0.34,1.40,0.0500,4.00,10.00,0.9955,3.12,0.48,9.10,6,1,1
6.40,0.69,0.00,1.65,0.0550,7.00,12.00,0.9916,3.47,0.53,12.90,6,1,1
7.50,0.43,0.30,2.20,0.0620,6.00,12.00,0.9950,3.44,0.72,11.50,7,1,1
9.90,0.35,0.38,1.50,0.0580,31.00,47.00,0.9968,3.26,0.82,10.60,7,1,1
9.10,0.29,0.33,2.05,0.0630,13.00,27.00,0.9952,3.26,0.84,11.70,7,1,1
6.80,0.36,0.32,1.80,0.0670,4.00,8.00,0.9928,3.36,0.55,12.80,7,1,1
8.20,0.43,0.29,1.60,0.0810,27.00,45.00,0.9960,3.25,0.54,10.30,5,0,0
6.80,0.36,0.32,1.80,0.0670,4.00,8.00,0.9928,3.36,0.55,12.80,7,1,1
9.10,0.29,0.33,2.05,0.0630,13.00,27.00,0.9952,3.26,0.84,11.70,7,1,1
9.10,0.30,0.34,2.00,0.0640,12.00,25.00,0.9952,3.26,0.84,11.70,7,1,1
8.90,0.35,0.40,3.60,0.1100,12.00,24.00,0.9955,3.23,0.70,12.00,7,1,1
9.60,0.50,0.36,2.80,0.1160,26.00,55.00,0.9972,3.18,0.68,10.90,5,0,0
8.90,0.28,0.45,1.70,0.0670,7.00,12.00,0.9935,3.25,0.55,12.30,7,1,1
8.90,0.32,0.31,2.00,0.0880,12.00,19.00,0.9957,3.17,0.55,10.40,6,1,1
7.70,1.01,0.15,2.10,0.1020,11.00,32.00,0.9960,3.23,0.48,10.00,5,0,0
7.50,0.71,0.00,1.60,0.0920,22.00,31.00,0.9964,3.38,0.58,10.00,6,1,1
8.00,0.58,0.16,2.00,0.1200,3.00,7.00,0.9945,3.22,0.58,11.20,6,1,1
10.50,0.39,0.46,2.20,0.0750,14.00,27.00,0.9960,3.06,0.84,11.40,6,1,1
8.90,0.38,0.40,2.20,0.0680,12.00,28.00,0.9949,3.27,0.75,12.60,7,1,1
8.00,0.18,0.37,0.90,0.0490,36.00,109.00,0.9901,2.89,0.44,12.70,6,1,1
8.00,0.18,0.37,0.90,0.0490,36.00,109.00,0.9901,2.89,0.44,12.70,6,1,1
7.00,0.50,0.14,1.80,0.0780,10.00,23.00,0.9964,3.53,0.61,10.40,5,0,0
11.30,0.36,0.66,2.40,0.1230,3.00,8.00,0.9964,3.20,0.53,11.90,6,1,1
11.30,0.36,0.66,2.40,0.1230,3.00,8.00,0.9964,3.20,0.53,11.90,6,1,1
7.00,0.51,0.09,2.10,0.0620,4.00,9.00,0.9958,3.35,0.54,10.50,5,0,0
8.20,0.32,0.42,2.30,0.0980,3.00,9.00,0.9951,3.27,0.55,12.30,6,1,1
7.70,0.58,0.01,1.80,0.0880,12.00,18.00,0.9957,3.32,0.56,10.50,7,1,1
8.60,0.83,0.00,2.80,0.0950,17.00,43.00,0.9982,3.33,0.60,10.40,6,1,1
7.90,0.31,0.32,1.90,0.0660,14.00,36.00,0.9936,3.41,0.56,12.60,6,1,1
6.40,0.80,0.00,2.20,0.0650,28.00,52.00,0.9938,3.49,0.52,11.60,5,0,0
7.20,0.34,0.21,2.50,0.0750,41.00,68.00,0.9959,3.37,0.54,10.10,6,1,1
7.70,0.58,0.01,1.80,0.0880,12.00,18.00,0.9957,3.32,0.56,10.50,7,1,1
7.10,0.59,0.00,2.10,0.0910,9.00,14.00,0.9949,3.42,0.55,11.50,7,1,1
7.30,0.55,0.01,1.80,0.0930,9.00,15.00,0.9951,3.35,0.58,11.00,7,1,1
8.10,0.82,0.00,4.10,0.0950,5.00,14.00,0.9985,3.36,0.53,9.60,5,0,0
7.50,0.57,0.08,2.60,0.0890,14.00,27.00,0.9959,3.30,0.59,10.40,6,1,1
8.90,0.75,0.18,2.50,0.0770,15.00,48.00,0.9974,3.20,0.47,9.70,6,1,1
10.10,0.37,0.34,2.40,0.0850,5.00,17.00,0.9968,3.17,0.65,10.60,7,1,1
7.60,0.31,0.34,2.50,0.0820,26.00,35.00,0.9936,3.22,0.59,12.50,7,1,1
7.30,0.91,0.10,1.80,0.0740,20.00,56.00,0.9967,3.35,0.56,9.20,5,0,0
8.70,0.41,0.41,6.20,0.0780,25.00,42.00,0.9953,3.24,0.77,12.60,7,1,1
8.90,0.50,0.21,2.20,0.0880,21.00,39.00,0.9969,3.33,0.83,11.10,6,1,1
7.40,0.97,0.00,2.20,0.0880,16.00,32.00,0.9976,3.58,0.67,10.20,5,0,0
6.90,0.49,0.19,1.70,0.0790,13.00,26.00,0.9955,3.38,0.64,9.80,6,1,1
8.90,0.50,0.21,2.20,0.0880,21.00,39.00,0.9969,3.33,0.83,11.10,6,1,1
9.50,0.39,0.41,8.90,0.0690,18.00,39.00,0.9986,3.29,0.81,10.90,7,1,1
6.40,0.39,0.33,3.30,0.0460,12.00,53.00,0.9929,3.36,0.62,12.20,6,1,1
6.90,0.44,0.00,1.40,0.0700,32.00,38.00,0.9944,3.32,0.58,11.40,6,1,1
7.60,0.78,0.00,1.70,0.0760,33.00,45.00,0.9961,3.31,0.62,10.70,6,1,1
7.10,0.43,0.17,1.80,0.0820,27.00,51.00,0.9963,3.49,0.64,10.40,5,0,0
9.30,0.49,0.36,1.70,0.0810,3.00,14.00,0.9970,3.27,0.78,10.90,6,1,1
9.30,0.50,0.36,1.80,0.0840,6.00,17.00,0.9970,3.27,0.77,10.80,6,1,1
7.10,0.43,0.17,1.80,0.0820,27.00,51.00,0.9963,3.49,0.64,10.40,5,0,0
8.50,0.46,0.59,1.40,0.4140,16.00,45.00,0.9970,3.03,1.34,9.20,5,0,0
5.60,0.61,0.05,2.40,0.0730,19.00,25.00,0.9926,3.56,0.55,12.90,5,0,0
8.30,0.33,0.42,2.30,0.0700,9.00,20.00,0.9943,3.38,0.77,12.70,7,1,1
8.20,0.64,0.27,2.00,0.0950,5.00,77.00,0.9975,3.13,0.62,9.10,6,1,1
8.20,0.64,0.27,2.00,0.0950,5.00,77.00,0.9975,3.13,0.62,9.10,6,1,1
8.90,0.48,0.53,4.00,0.1010,3.00,10.00,0.9959,3.21,0.59,12.10,7,1,1
7.60,0.42,0.25,3.90,0.1040,28.00,90.00,0.9978,3.15,0.57,9.10,5,0,0
9.90,0.53,0.57,2.40,0.0930,30.00,52.00,0.9971,3.19,0.76,11.60,7,1,1
8.90,0.48,0.53,4.00,0.1010,3.00,10.00,0.9959,3.21,0.59,12.10,7,1,1
11.60,0.23,0.57,1.80,0.0740,3.00,8.00,0.9981,3.14,0.70,9.90,6,1,1
9.10,0.40,0.50,1.80,0.0710,7.00,16.00,0.9946,3.21,0.69,12.50,8,1,1
8.00,0.38,0.44,1.90,0.0980,6.00,15.00,0.9956,3.30,0.64,11.40,6,1,1
10.20,0.29,0.65,2.40,0.0750,6.00,17.00,0.9956,3.22,0.63,11.80,6,1,1
8.20,0.74,0.09,2.00,0.0670,5.00,10.00,0.9942,3.28,0.57,11.80,6,1,1
7.70,0.61,0.18,2.40,0.0830,6.00,20.00,0.9963,3.29,0.60,10.20,6,1,1
6.60,0.52,0.08,2.40,0.0700,13.00,26.00,0.9936,3.40,0.72,12.50,7,1,1
